@relation posture

@attribute tweet String
@attribute class {Anti-Roseanne,Pro-Roseanne,UncNeut}

@data
" frederickscior1 LadyBabs07 therealroseanne ABC There",UncNeut
" mal_samantha therealroseanne Trump is a racist. He was sued for not renting apartments to black ppl years ago! He... https://t.co/U5d53ZA0Aw",UncNeut
" ClayTravis KeithOlbermann realDonaldTrump espn therealroseanne What about Joy Reid?",UncNeut
" dakami therealroseanne Yup.",UncNeut
"AskingForAFriend",UncNeut
"Roseanne",UncNeut
"ABC allows racist comments, homophobia, slander and dirt bags like Kathy Griffin and the likes. Looks like we won'... https://t.co/DWYTTW34vN",Pro-Roseanne
" QuaOmsaLagiwann nicwil75 DaddyFems JakeSherman therealroseanne Look how diverse I am....",UncNeut
"Lol racist ass Roseanne lost her show. Good riddance.",Anti-Roseanne
"Racist twitter really trying to defend Roseanne? They saying where's the freedom of speech bet they don't feel th... https://t.co/L1cr07VqAA",Anti-Roseanne
"Thank you ABCNetwork !! 'BREAKING NEWS'Roseanne' canceled by ABC after star's racist comment'",Anti-Roseanne
"BREAKING: ABC has cancelled its hit reboot of 'Roseanne' following her racist tweet about former Obama adviser Vale... https://t.co/KwRByaKi3T",UncNeut
"ABC drops Roseanne show after racist tweet https://t.co/FalS3aU0xs",UncNeut
"ABC cancels 'Roseanne' after star's racist Twitter rant https://t.co/HxaUqikVj5",UncNeut
" burchrhodes therealroseanne ChelseaClinton OpenSociety Do you mean for Hillary?",UncNeut
"Roseanne",UncNeut
" therealroseanne We do not accept your apology.",Anti-Roseanne
"*In Joe Biden 2011 rally voice* Roseanne is cancelled, and Arrested Development is alive!!",UncNeut
" therealroseanne Apology not accepted, you racist slimeball.",Anti-Roseanne
"Derben Humor hatte sie schon immer - und dahinter stecken wohl rassistische Einstellungen, wie wir jetzt erfahren https://t.co/avHpsiMFiS",Anti-Roseanne
" NoahCRothman Commentary What's the probability that due to Roseanne's comments getting her show cancelled, the me... https://t.co/222FhBW6V2",UncNeut
"ROSEANNE YOU DONE",Anti-Roseanne
" joerogan Not as weird as Joy Reid being able to keep her show. If therealroseanne was liberal she would still have her show.",Pro-Roseanne
"Roseanne' Canceled by ABC Hours After Racist Tweet by Roseanne Barr https://t.co/kxaMGybAi3",UncNeut
"Well at least therealroseanne has a lot of free time now :P Freedom of speech dont mean freedom of consequence",Anti-Roseanne
"Roseanne",UncNeut
" therealroseanne Why should you have to apologize to Jerrett, dont see an apology coming from Wolf &amp; they other red headed comedian.",Pro-Roseanne
" theNFLchick Roseanne's tv family is classic MAGA, as well as the Bundy's.",Anti-Roseanne
"I'm sorry but Roseanne has never had a filter. What she said in a tweet cost people their jobs. Its another proof t... https://t.co/s6c9IocI3g",Anti-Roseanne
"I love the people who are simultaneously upset about Roseanne being 'deprived of her freedom of speech' by her empl... https://t.co/YThYPjkb3h",Anti-Roseanne
"Kudos to ABCNetwork for doing the right thing: 'Roseanne' Canceled at ABC https://t.co/lzmUOZj9dI",Anti-Roseanne
"Thank you ABCNetwork  therealroseanne comments are not welcome or funny! They are hate filled and racist.",Anti-Roseanne
"ignorant",UncNeut
" FiveRights Maybe Fox will step up and carry Roseanne",Pro-Roseanne
"Roseanne Barr is going to have to go full Sgt Slaughter to save her career now https://t.co/jl9RdFvEPv",UncNeut
" TravMoco annefcav ClayTravis KeithOlbermann realDonaldTrump espn therealroseanne She must be she blocked me for that.",UncNeut
"Roseanne should have foreseen her show getting cancelled. We love Karma https://t.co/JxnvhTI7aX",Anti-Roseanne
" neen626 ABCNetwork therealroseanne TheView jimmykimmel Absolutely! Forgot about Kimmel being in ABC",UncNeut
" therealroseanne I google imaged VJ and am having a hard time finding any fake news in your original tweet. My love... https://t.co/Pzj2vurXrF",Pro-Roseanne
"ABC cancels Roseanne reboot after star's 'bad joke' about Obama aide https://t.co/UdrKgh46Uj",UncNeut
"Roseanne' Is Canceled Following the Star's Racist 'Ape' Tweet https://t.co/3Pxej8QjN0 via RollingStone",UncNeut
"ABC got Roseanne TF OUT OF DERE https://t.co/wtiTBnwJ8z",Anti-Roseanne
"Wanda Sykes quits 'Roseanne' https://t.co/OT23WVU5Uw",UncNeut
"TrumpTwit",UncNeut
" therealroseanne Happy to see your ass get fired!",Anti-Roseanne
" RealAlexJones therealroseanne Yes, back where she belongs. Adolph and Eva had a child - RB",Anti-Roseanne
" therealroseanne Too late.",Anti-Roseanne
" CNN Roseanne of his times.",UncNeut
" pitt082303 DRUDGE_REPORT iamwandasykes All these anonymous Trump trolls...I'd be embarrassed to show my face if... https://t.co/xMGGKGiq7r",Anti-Roseanne
" ABCNetwork lastdefenseabc Bring therealroseanne Back!!",Pro-Roseanne
" 1Romans58 therealroseanne BreitbartNews Stop paying taxes since it goes to funding ISIS and to bombing around ISIS.",UncNeut
" TheTweetOfGod 'I believe my close friend, Roseanne Roseannadanna has be mischaracterized in the media as a racist.... https://t.co/DMXlsNjM34",UncNeut
" driverminnie ABCNetwork Speechless_ABC A lot of people have lost jobs because Roseanne Barr could not reel it in... https://t.co/GwZM14NRJ1",Anti-Roseanne
"https://t.co/mRCBmhElPC",UncNeut
" therealroseanne That is just pure CRAP that ABC dropped you. I thought what you said was funny! Ppl on the left ha... https://t.co/MQJZbgcyUh",Pro-Roseanne
"Regarding Roseanne's cancellation, yes, the remark she made was terrible and uncalled for. However, the world would... https://t.co/0nim9upWMd",UncNeut
" therealroseanne You didn't make a joke about politics or looks. You just straight up called her an ape.",Anti-Roseanne
"ABC drops Roseanne show after racist tweet https://t.co/unpTA8P1Mb",UncNeut
" therealroseanne At least you apologized I am still upset the show was cancelled. Can't we all start being kind to each other.",Pro-Roseanne
" plushiedevil Henderson_Joe Ildymojo This is the best thing I've seen today (along with Roseanne's cancellation).",Anti-Roseanne
" mchooyah might want to rethink that Roseanne retweet bud",UncNeut
" KurtSchlichter therealroseanne Congratulations You are as delusional as therealroseanne",Anti-Roseanne
"ABC announces it's cancelling 'Roseanne' after star's racist tirade: report https://t.co/MKhgb3ulfB",UncNeut
"Roseanne' Canceled by ABC after Racist Tweet https://t.co/QPh3cW8uom",UncNeut
" therealroseanne Good Riddance you crazy self-destructive bitch. Get some God Damn therapy and stop hurting innocent people. You suck.",Anti-Roseanne
"Roseanne been showing the world she was racist honestly",Anti-Roseanne
" therealroseanne I'm so glad you said that! Now your shitty show is cancelled!! Nice job...",Anti-Roseanne
" therealroseanne You do know better. You chose not to be.",Anti-Roseanne
" therealroseanne Selfish. Explain to your cast/crew how truly sorry you are and how you got them fired. Did you not... https://t.co/SKvL1Ow4xX",Anti-Roseanne
"Roseanne",UncNeut
"Any actor on Roseanne that doesn't speak out against her vile racist attacks is guilty by chosen association. How c... https://t.co/0HuYawixFE",Anti-Roseanne
" scottisbell_ therealroseanne How is calling someone what she did patriotic in any way? It isn't. If you stand w... https://t.co/OeptYkh7FV",Anti-Roseanne
"Roseanne",UncNeut
". therealroseanne You had a good thing going but you blew it &amp; you insulted an entire race and lost jobs for other... https://t.co/vhk8K4WGpv",Anti-Roseanne
"BREAKING: ABC has cancelled Roseanne. WHY: https://t.co/KqDWFBQXQL",UncNeut
"Stand-up comedy will always welcome Roseanne back into its gross, unwashed arms-not just in spite of the way she is, but because of it.",Anti-Roseanne
"So conflicted about Roseanne. On the one hand, go fuck yourself. On the other, how long are we going to have to lis... https://t.co/PJpsoKzQz8",Anti-Roseanne
"LOL therealroseanne",UncNeut
"YOU",UncNeut
" Moezmusing1 politico therealroseanne I agree with you 100%, but you said this was about Rosanne",UncNeut
" CarolForden therealroseanne MizTiques7 gorgedee YaBoyChaley williamlegate Thx to 60Minutes &amp; snopes https://t.co/lIUkjCO9zc",UncNeut
" therealroseanne never apologise for having a sense of humour, let the losers cry about not having one, it makes it... https://t.co/CsnHBhK41q",Pro-Roseanne
"I'm sure the people celebrating the NFL stopping protests are fuming at ABC for cancelling Roseanne. I can't qwhite put my finger on why.",Anti-Roseanne
"Roseanne",UncNeut
" krazymoonz therealroseanne Referring to black people as apes is universally accepted as racist, except to racists.",Anti-Roseanne
"SOTU",UncNeut
" JulianCastro therealroseanne It will never happen and how sad that is. I wonder who really is the blame???",UncNeut
"ABC cancels 'Roseanne' after racist tweets https://t.co/BrXxmOskLJ via YouTube",UncNeut
" Disney Channing Dungey needs to resign .. this is not the first time Roseanne displayed her racist behavior and Du... https://t.co/qiEo8Bfz8j",Anti-Roseanne
"Boy, the ending of this therealroseanne was a lot better than the first series. Go rot in your bunker, you racist, nasty human!",Anti-Roseanne
" ConservativeTht CNN AprilDRyan What about the constant mocking of FLOTUS Melania by Jimmy Kimmel, yes another... https://t.co/6LZKMBFjfY",Pro-Roseanne
"Roseanne' Canceled at ABC Following Valerie Jarrett Tweet https://t.co/OQfZBTF7wq",UncNeut
"ABC had no business even rebooting Roseanne in the first place.",Anti-Roseanne
" TheGoodGodAbove therealroseanne Thaty canceled this cunts show! Great job!",Anti-Roseanne
"Roseanne another example of why even 140 characters may have been too much",Anti-Roseanne
"MAGA",Pro-Roseanne
" jami_san sallykohn therealroseanne Yeah I'm on board with that. The tweet was vile. There's no two-ways around... https://t.co/819PGepmjF",Anti-Roseanne
"It's about time        Roseanne' Canceled By ABC After Racist Tweets - Deadline https://t.co/QqkRSeOTBh",Anti-Roseanne
"Wonder how many ordinary people racist Roseanne put out of work.",Anti-Roseanne
" therealroseanne Thank God! Your show was a disappointment to me and my family!!!",Anti-Roseanne
" Feisty_FL ABC therealroseanne WELL, WELL TIME TO BOYCOTT ABC A RED LINE CROSSED FOR DOUBLE STANDARD",Pro-Roseanne
"TheResistance",UncNeut
" therealroseanne Racism the new WMD for the left.",Pro-Roseanne
" therealroseanne BorderWallUSA John Kerry's daughter is married to a Soros son, nephew or whatever...",UncNeut
" therealroseanne ChelseaClinton OpenSociety Chelsea has job.",UncNeut
"ABC Has Canceled 'Roseanne' After Her Racist Tweet About Valerie Jarrett https://t.co/GoTmNE3BC4",UncNeut
" therealroseanne too late, crazy lady.",Anti-Roseanne
"Roseanne' Canceled at ABC Following Racist Tweet - The Hollywood Reporter https://t.co/SA573AQ1qd",UncNeut
"ABC just Cancelled Roseanne after Barr made a racist tweet on Twitter! Good riddance! https://t.co/fOUTjcJx5l https://t.co/wQ7pmJGLyK",Anti-Roseanne
" Jtmeier23 therealroseanne ABC MSNBC CNN iamwandasykes POTUS realDonaldTrump I must be blind!! I only see people, nice kind people!!",UncNeut
" krassenstein Disney ABCNetwork twitter MUST permanently ban therealroseanne",Anti-Roseanne
" jpguimaraess_ Roseanne. Modern Family nem no top 5 t  acho",UncNeut
"Tweet from realDonaldTrump defending therealroseanne's appalling racist shit and saying ABC 'treated her unfair (sad)' in 3..2..",Anti-Roseanne
"Roseanne cancelled: ABC scraps sitcom after star's racist tweets https://t.co/KshA3SWYvL https://t.co/Yd28u3dTWH",UncNeut
"bbqbecky",UncNeut
" therealroseanne Well, now you can go back to being that crazy, racist, old lady w/the nut farm back in Hawaii. Ca... https://t.co/Y5DALbSuup",Anti-Roseanne
" therealroseanne People are so sensitive....",Pro-Roseanne
"Roseanne Cancelled At ABC https://t.co/tpgqdW3aHp",UncNeut
" FoxNews JessicaTarlov It was not racism...and if you believe that man came from ape, then what are humans? Rosean... https://t.co/uCTOjSQuFw",Pro-Roseanne
" therealroseanne RoseanneOnABC Has been cancelled effective immediately - Your tastless racist rhetoric has now ca... https://t.co/zDwQDoXISA",Anti-Roseanne
"Yea, fuck Roseanne and all, but how come we have a President who says the same/worse shit on the regular... and suf... https://t.co/c41Em0ySG6",Anti-Roseanne
" TasteOfCountry ABCNetwork therealroseanne Hell no, what happened to freedom of speech.",Pro-Roseanne
" realDonaldTrump how about that racist Roseanne. Ur friend Fired!!!!!!!",Anti-Roseanne
"At least Roseanne respects the national anthem.",Pro-Roseanne
"Lol bye ya racist bitch therealroseanne   your mind is no longer tolerated, get used to it.",Anti-Roseanne
"Taking a stand for what's right and letting yourself be heard is important, but do not doubt- Roseanne is 100% resp... https://t.co/rCf2GzPnoj",Anti-Roseanne
" RealAlexJones therealroseanne    realroseanne https://t.co/OAt6SzoY5N",UncNeut
"BREAKING Roseanne Gets Bad News https://t.co/4S1RwgQGXM via po_st",UncNeut
" DrShayPhD therealroseanne Bingo. I'm more worried about my guy Jim Carrey's bizarre, but talented art works... Pl... https://t.co/1uLyvhasvJ",UncNeut
" therealroseanne USANEWS007 Sorry I missed the joke. All communists like Valarie Jarrett need to be expelled, bani... https://t.co/ngB6fnuiBt",Pro-Roseanne
"I'm guessing the prompt actions by ABC was made possible by less than stellar ratings for this show. Otherwise we w... https://t.co/Xxtbbq5n1h",Pro-Roseanne
"RoseanneBarr",UncNeut
" therealroseanne ohh BOO HOO to the losers that are 'offended' AS USUAL. You can't make jokes but Liberals have no... https://t.co/8iIaPTz81D",Pro-Roseanne
"Roseanne",UncNeut
"ABC cancels Roseanne following abhorrent, repugnant comment from Roseanne Barr - Vox https://t.co/ejgkN41a6J",UncNeut
"ABC cancels 'Roseanne' after star's racist Twitter rant. Quick, swift, action.  https://t.co/Eqxu3vEUrI",Anti-Roseanne
"Don't thank ABC for cancelling Roseanne. Chastise them for ever broadcasting the reboot in the first place.",Anti-Roseanne
" thehill Roseanne - Awful racist rants. Megyn - Hold my venti latte.",Anti-Roseanne
"Roseanne Cancelled: ABC Scraps Season 11 Following Roseanne Barr's 'Repugnant' Racist Twitter Rant https://t.co/KpMPkVG4h2 via TVLine",UncNeut
"Network cancels 'Roseanne' after star's racist Twitter rant https://t.co/ykthKcmzvI via kfor",UncNeut
" THEsaragilbert As you said, it was this and so much more. but perhaps it would have been better to allow the show... https://t.co/aTUXaduV8Y",UncNeut
" AP The left can say whatever that want, but therealroseanne can't. Total bs. We love you Roseanne",Pro-Roseanne
"Roseanne",UncNeut
"Racist Roseanne is fired!",Anti-Roseanne
" BreitbartNews Fire them!!!! There is no freedom of speech ask Roseanne",Pro-Roseanne
" therealroseanne RoseanneOnABC 'I hope your happy now that you put so many people out of work' cause you want to g... https://t.co/vzamEuVdYj",UncNeut
" Lin46222208 vickibazter britishjohnny2 seanhannity therealroseanne LouDobbs YoungDems4Trump Proof. One shred... https://t.co/X5B9GCjQI9",UncNeut
" KayaJones ABCNetwork jimmykimmel FLOTUS therealroseanne Yeah Kaya I totally agree with you.",UncNeut
"Glad Roseanne is cancelled after that shit, But the real news should be that report on Puerto Rico and Dems should be talking about that. .",Anti-Roseanne
"Roseanne",UncNeut
" therealroseanne Don't let the door hit you.",Anti-Roseanne
" therealroseanne Good riddance to bad rubbish.",Anti-Roseanne
" misstinafey Dancingdaria nicwil75 DaddyFems JakeSherman therealroseanne CHRISTINA YOU ARE HILARIOUS. OMG!!!",UncNeut
"Roseanne",UncNeut
" bluminhio10 LeSchroeck DonnieOsullivan https://t.co/5Ut9B7Q0K7",UncNeut
